id,realSum
36196,444.0461
36197,991.22797
36198,958.2807
36199,140.71106
36200,300.37488
36201,458.6799
36202,6690.4004
36203,251.13939
36204,658.74554
36205,165.7562
36206,217.3598
36207,470.80292
36208,227.6744
36209,200.6015
36210,140.562
36211,507.63876
36212,208.38254
36213,174.69061
36214,85.162735
36215,122.37123
36216,288.80563
36217,216.7236
36218,414.00806
36219,136.99875
36220,303.7983
36221,314.6051
36222,166.45221
36223,486.5099
36224,397.87854
36225,686.63617
36226,289.1138
36227,470.59756
36228,1146.3157
36229,197.95923
36230,199.3658
36231,213.91397
36232,181.65918
36233,185.3288
36234,153.40608
36235,489.58688
36236,129.18637
36237,262.1366
36238,160.55391
36239,163.87654
36240,314.41946
36241,231.67578
36242,150.12062
36243,266.20572
36244,171.7168
36245,234.72537
36246,366.01392
36247,210.67368
36248,311.8901
36249,553.85803
36250,279.06046
36251,405.2224
36252,397.3186
36253,339.7708
36254,303.42154
36255,322.992
36256,126.6597
36257,346.93344
36258,175.12384
36259,403.78052
36260,355.0501
36261,141.56226
36262,144.37842
36263,107.751236
36264,96.157005
36265,696.3351
36266,181.86032
36267,264.60223
36268,299.26093
36269,152.3582
36270,440.79398
36271,235.77484
36272,214.38867
36273,476.51236
36274,149.98405
36275,209.72862
36276,261.4831
36277,191.15396
36278,152.87329
36279,278.99127
36280,137.6341
36281,139.00993
36282,112.580574
36283,158.92982
36284,211.13847
36285,177.60938
36286,194.78929
36287,219.48627
36288,204.37375
36289,55.08406
36290,459.51227
36291,311.8531
36292,293.75565
36293,376.70752
36294,137.15921
36295,202.71344
36296,821.1271
36297,145.75273
36298,138.44107
36299,130.55269
36300,138.45776
36301,590.3794
36302,117.50982
36303,347.41223
36304,219.00401
36305,116.33843
36306,115.06572
36307,258.26788
36308,308.53943
36309,252.44437
36310,214.5877
36311,392.2837
36312,134.40811
36313,373.10205
36314,173.74573
36315,203.93324
36316,487.97263
36317,169.34064
36318,110.060265
36319,143.88719
36320,749.7712
36321,359.93164
36322,256.437
36323,219.29594
36324,247.89621
36325,253.16287
36326,203.65219
36327,294.47067
36328,358.97137
36329,108.493866
36330,156.35713
36331,127.68371
36332,387.9441
36333,161.4142
36334,275.50598
36335,158.78531
36336,276.3076
36337,242.21773
36338,255.6921
36339,115.3152
36340,204.36395
36341,173.10464
36342,186.857
36343,135.1284
36344,219.40312
36345,197.97961
36346,207.71378
36347,197.67255
36348,278.79602
36349,89.1068
36350,216.44357
36351,120.42721
36352,174.66003
36353,288.30386
36354,196.30296
36355,173.09326
36356,260.8267
36357,223.10434
36358,541.08875
36359,310.3175
36360,234.06493
36361,617.20276
36362,188.45456
36363,165.14346
36364,326.07898
36365,164.0053
36366,282.77887
36367,228.44498
36368,292.33978
36369,499.43726
36370,440.806
36371,293.12372
36372,264.9364
36373,200.82745
36374,374.5888
36375,127.163376
36376,213.05916
36377,248.94806
36378,137.18187
36379,172.29593
36380,93.30755
36381,248.77994
36382,257.66083
36383,145.36598
36384,392.71524
36385,132.05687
36386,265.96414
36387,100.50632
36388,167.30997
36389,243.7393
36390,170.90503
36391,619.85645
36392,213.48798
36393,138.49481
36394,362.13092
36395,535.7147
36396,342.66547
36397,185.37741
36398,121.66251
36399,364.54803
36400,211.82918
36401,147.9157
36402,131.54185
36403,187.2732
36404,195.84138
36405,217.09966
36406,100.202515
36407,176.48692
36408,209.1807
36409,247.6107
36410,191.88754
36411,258.5473
36412,227.67342
36413,289.6871
36414,183.46367
36415,435.79083
36416,179.18155
36417,412.41196
36418,184.55493
36419,243.00043
36420,89.585815
36421,366.08008
36422,263.4807
36423,226.39056
36424,141.87544
36425,209.14282
36426,130.9384
36427,165.96043
36428,191.19887
36429,1055.0153
36430,354.59915
36431,631.17926
36432,348.94037
36433,145.90213
36434,225.50427
36435,268.46652
36436,431.94513
36437,224.04552
36438,274.34866
36439,230.93561
36440,421.61862
36441,262.51205
36442,417.5443
36443,177.49937
36444,126.61691
36445,158.45619
36446,252.65752
36447,229.8948
36448,173.39554
36449,621.9337
36450,298.93253
36451,134.84659
36452,716.0173
36453,269.19037
36454,2550.9878
36455,116.170586
36456,144.16858
36457,150.37477
36458,444.41043
36459,302.12048
36460,136.9039
36461,304.68515
36462,318.1721
36463,149.15057
36464,221.51181
36465,229.4733
36466,114.23599
36467,303.89252
36468,212.70271
36469,133.38338
36470,350.39645
36471,435.49414
36472,168.9966
36473,126.54074
36474,347.07202
36475,275.97562
36476,205.2703
36477,653.89264
36478,196.98529
36479,205.50766
36480,208.39264
36481,401.6712
36482,259.14874
36483,177.71323
36484,295.53433
36485,109.462135
36486,351.55536
36487,320.16837
36488,180.0325
36489,488.0841
36490,148.25778
36491,128.63467
36492,528.4654
36493,436.10837
36494,221.88284
36495,214.46571
36496,369.5481
36497,188.48239
36498,297.75208
36499,817.45654
36500,111.9428
36501,157.67352
36502,219.05678
36503,217.5151
36504,451.6812
36505,183.46234
36506,210.12419
36507,819.6376
36508,365.1616
36509,171.24931
36510,211.50224
36511,362.8752
36512,379.95374
36513,274.7331
36514,269.02347
36515,233.35213
36516,231.47682
36517,205.76079
36518,232.71057
36519,199.68037
36520,198.39868
36521,179.7352
36522,110.753784
36523,263.40442
36524,720.4349
36525,215.53915
36526,177.12645
36527,173.58682
36528,426.96994
36529,204.39294
36530,304.44952
36531,107.92785
36532,114.53034
36533,276.661
36534,336.05634
36535,172.80405
36536,291.76505
36537,722.0559
36538,178.28604
36539,284.83728
36540,197.64326
36541,96.895485
36542,244.14085
36543,193.75064
36544,160.09052
36545,134.28587
36546,520.4942
36547,94.92633
36548,111.29983
36549,114.48892
36550,419.23975
36551,188.96095
36552,137.39731
36553,153.16515
36554,314.6599
36555,186.60376
36556,148.61734
36557,266.22153
36558,148.28539
36559,207.51025
36560,130.96521
36561,643.11475
36562,298.0799
36563,161.7658
36564,133.72888
36565,173.82516
36566,308.31073
36567,219.34848
36568,86.57266
36569,256.30347
36570,143.9796
36571,188.11276
36572,155.22647
36573,156.73132
36574,193.54366
36575,651.4807
36576,457.22763
36577,268.3356
36578,111.56413
36579,250.4916
36580,136.30301
36581,204.33722
36582,347.19052
36583,159.61949
36584,233.19539
36585,550.2548
36586,151.05893
36587,737.838
36588,174.69061
36589,170.9657
36590,211.43689
36591,206.88393
36592,230.77386
36593,421.96194
36594,516.4677
36595,315.09805
36596,149.78677
36597,213.55293
36598,219.17581
36599,164.4039
36600,313.74338
36601,323.82068
36602,245.23036
36603,139.24146
36604,800.05133
36605,1178.3538
36606,132.09482
36607,677.89685
36608,253.61581
36609,125.15088
36610,167.77956
36611,180.3252
36612,508.0117
36613,234.69077
36614,254.6232
36615,198.79584
36616,204.09865
36617,300.9592
36618,178.8985
36619,441.08585
36620,210.78261
36621,165.1582
36622,148.8979
36623,90.45537
36624,149.40834
36625,678.5751
36626,261.41513
36627,105.873116
36628,394.83295
36629,417.57425
36630,125.42722
36631,395.82892
36632,174.26738
36633,225.32312
36634,97.62754
36635,197.97165
36636,356.20972
36637,240.7667
36638,212.39673
36639,274.14233
36640,164.56857
36641,444.0614
36642,198.76584
36643,86.36162
36644,137.09447
36645,188.05164
36646,246.97752
36647,274.69907
36648,953.38696
36649,143.10057
36650,1189.8416
36651,302.34058
36652,178.90872
36653,358.59085
36654,346.9157
36655,209.1305
36656,200.04903
36657,251.40224
36658,221.94896
36659,170.48413
36660,225.11546
36661,166.40192
36662,145.05281
36663,109.085175
36664,192.18707
36665,168.39313
36666,88.11688
36667,344.5603
36668,585.58813
36669,132.3624
36670,158.68149
36671,270.84583
36672,754.96063
36673,227.83562
36674,217.43811
36675,194.24698
36676,468.07898
36677,340.27118
36678,213.12337
36679,156.45253
36680,295.6363
36681,270.84933
36682,233.43472
36683,380.40033
36684,176.88141
36685,459.62097
36686,174.13855
36687,170.5233
36688,172.74231
36689,223.43158
36690,162.42918
36691,1279.417
36692,176.2294
36693,359.3471
36694,138.9648
36695,98.86873
36696,93.61505
36697,212.82819
36698,188.20467
36699,136.81766
36700,226.55804
36701,379.37634
36702,139.1323
36703,291.85385
36704,132.55936
36705,175.67764
36706,125.66648
36707,268.3057
36708,277.51736
36709,487.75583
36710,131.99788
36711,262.2665
36712,129.46957
36713,161.34204
36714,128.3414
36715,102.296036
36716,112.64878
36717,166.3151
36718,140.41351
36719,274.965
36720,271.46317
36721,283.00723
36722,854.02
36723,229.01613
36724,465.27692
36725,205.8095
36726,114.26808
36727,167.47987
36728,196.61679
36729,465.36298
36730,160.15244
36731,270.64914
36732,167.8909
36733,135.28915
36734,76.53371
36735,187.7847
36736,77.94298
36737,345.89078
36738,152.08589
36739,91.07944
36740,277.2573
36741,141.21782
36742,109.06958
36743,150.77953
36744,197.92953
36745,160.06133
36746,210.07457
36747,104.192825
36748,208.43787
36749,482.5032
36750,100.03751
36751,167.4104
36752,384.58588
36753,517.465
36754,191.50797
36755,754.6496
36756,171.55753
36757,361.7448
36758,138.42883
36759,160.69371
36760,276.03665
36761,213.06345
36762,219.05899
36763,109.84309
36764,302.40567
36765,179.85657
36766,304.82074
36767,286.97928
36768,311.61182
36769,129.60127
36770,116.31163
36771,142.78668
36772,73.92651
36773,188.60873
36774,213.93765
36775,197.11298
36776,168.76987
36777,77.85291
36778,79.028885
36779,214.45966
36780,186.65556
36781,225.52805
36782,178.07098
36783,204.53569
36784,385.8529
36785,429.68347
36786,105.461945
36787,354.70227
36788,252.23912
36789,508.8405
36790,326.30054
36791,514.4491
36792,216.35162
36793,144.22432
36794,365.75342
36795,204.48386
36796,421.79175
36797,414.02902
36798,643.38293
36799,403.5702
36800,263.97226
36801,624.57074
36802,397.63727
36803,248.38768
36804,196.87477
36805,148.54651
36806,469.3754
36807,180.08284
36808,263.2543
36809,193.21341
36810,414.40063
36811,263.68863
